,session_id,age,ethnic,sex,sexuality_3,d_score,Mn_RT_all_3467,PCT_error_3467,Stimuli,tgaymen,tgaywomen,tstraightmen,tstraightwomen,att_5,aap1,aap7,ems1,ems4,ims3,ims4,ims4_7,countrycit,edu_13,major,politicalid_6,STATE,MSANo,CountyNo,MSAName
37546,1090333,18,5,m,0,.31472310611494,860.983333333333,1.66666666666667,2,1,7,8,7,5,1,-1,1,-1,0,0,0,US,4,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37547,1090342,18,5,f,0,.64833697610681,952.066666666667,9.16666666666667,2,3,3,9,9,4,2,-3,0,0,0,0,0,US,4,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37548,1090355,18,5,m,0,.175714347275811,908.65,7.5,2,1,7,8,7,5,1,-1,1,-1,0,0,0,US,4,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37550,1090713,17,5,f,0,.384504025550709,816.808333333333,10.8333333333333,1,9,8,10,10,3,-3,3,3,0,3,3,3,US,3,,6,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37551,1090722,17,5,m,0,.588554015906376,1279.36666666667,4.16666666666667,1,4,9,5,10,4,1,-3,2,-1,2,3,3,US,3,,5,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37552,1090750,18,5,f,0,.0136472171396889,654.825,16.6666666666667,2,9,8,8,8,3,-1,1,1,0,3,3,3,US,3,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37553,1090789,17,5,m,0,.808933281446862,903.275,9.16666666666667,2,3,6,9,7,5,2,-3,2,-2,-2,-3,-3,US,3,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37554,1090791,18,5,f,0,.0178595722406228,622.041666666667,10.0,1,9,8,8,8,3,0,1,2,1,3,3,3,US,3,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37555,1090795,18,5,m,0,.609392240244838,875.75,18.3333333333333,1,0,10,10,10,5,1,-2,1,3,0,0,0,US,4,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37558,1090820,17,5,f,2,-.0621401611069306,889.791666666667,6.66666666666667,2,10,10,10,10,3,-2,-1,-3,-3,3,3,3,US,3,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37559,1090831,17,5,f,2,-.0669181544524955,912.291666666667,9.16666666666667,1,10,10,10,10,2,1,-1,-3,-3,2,2,2,.,3,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37560,1093484,17,5,f,0,.597260972086987,877.466666666667,5.83333333333333,1,10,5,10,10,3,-3,-1,-3,-3,3,3,3,US,3,,6,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37562,1141284,31,5,f,0,.829224236373375,1165.21666666667,9.16666666666667,2,5,5,8,8,5,1,0,2,-3,3,3,3,US,6,13,3,IN,26900,097,"Indianapolis-Carmel, IN MSA"
37563,1132745,23,3,m,0,1.22921947706226,1043.95,10.8333333333333,2,2,3,10,10,5,2,-3,-3,-3,2,-2,-2,US,5,5,4,IN,26900,081,"Indianapolis-Carmel, IN MSA"
37564,1142082,25,5,f,2,.741991620955319,738.608333333333,3.33333333333333,2,6,9,10,8,3,-2,-1,-3,-3,3,3,3,US,5,9,3,IN,26900,063,"Indianapolis-Carmel, IN MSA"
37565,1063561,48,5,f,1,-.559791596487429,1046.9,4.16666666666667,2,4,8,5,5,2,2,0,0,-3,3,3,3,AF,10,9,6,IN,26900,081,"Indianapolis-Carmel, IN MSA"
37566,1112391,48,3,f,0,.876074511779735,879.325,4.16666666666667,1,7,5,10,10,5,-1,2,0,0,3,3,3,US,7,,5,IN,26900,097,"Indianapolis-Carmel, IN MSA"
37569,1111114,37,5,f,0,.403149816077255,824.858333333333,8.33333333333333,1,5,5,6,5,3,-2,2,-2,-3,2,-1,-1,US,7,13,4,IN,26900,097,"Indianapolis-Carmel, IN MSA"
37570,1057205,28,5,f,0,.521059186119118,822.475,1.66666666666667,2,10,8,8,10,3,-3,3,3,3,3,3,3,US,11,1,4,IN,26900,097,"Indianapolis-Carmel, IN MSA"
37571,1132098,46,5,f,0,.995488013178238,1082.2,2.5,1,6,8,7,7,3,-1,-1,3,-1,2,3,3,US,9,6,4,IN,16980,127,"Chicago-Naperville-Joliet, IL-IN-WI MSA"
37573,1094793,32,5,f,0,.28982182999243,939.491666666667,12.5,1,6,6,8,8,3,3,-1,2,-1,-1,2,2,US,5,9,3,IN,33140,091,"Michigan City-La Porte, IN MSA"
37574,1151932,43,5,f,1,-.802579715922177,1030.41666666667,0.833333333333333,2,5,9,7,7,3,-3,-2,3,-3,3,2,2,US,8,7,5,IN,21140,039,"Elkhart-Goshen, IN MSA"
37575,1151003,51,5,f,0,-.441788879083879,936.341666666667,9.16666666666667,2,7,7,7,7,3,2,1,3,-3,3,3,3,US,8,5,5,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37576,1147389,24,5,f,1,-.434559960240499,735.341666666667,11.6666666666667,2,8,10,6,6,1,-3,3,3,3,3,3,3,US,8,11,6,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37578,1149163,28,5,f,1,.205572939789021,875.525,10.0,1,7,10,7,10,3,1,-1,0,0,3,3,3,US,7,8,6,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37579,1149181,28,5,f,1,-.389290190547646,790.308333333333,1.66666666666667,2,7,10,7,10,3,1,-1,0,0,3,3,3,US,7,8,6,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37580,1149210,28,7,f,1,-.39214872856171,580.008333333333,1.66666666666667,2,5,8,8,5,3,1,-2,0,0,3,3,3,US,8,11,6,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37581,1148477,30,5,f,0,.177738163241198,925,5.0,2,10,4,10,7,4,1,-1,1,0,3,3,3,US,8,5,3,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37582,1151764,40,5,f,0,.629526889640689,939.525,5.0,1,5,7,10,10,3,1,1,3,1,3,3,3,US,8,9,4,IN,99014,085,IN NONMETROPOLITAN AREA
37583,1152561,28,5,f,0,.496782176850435,771.025,5.0,1,10,7,10,10,4,0,2,3,3,3,3,3,US,7,11,4,IN,99014,085,IN NONMETROPOLITAN AREA
37584,1149042,25,5,f,0,.622715931227988,911.466666666667,5.0,1,5,5,5,5,3,1,0,-2,-3,3,3,3,US,8,10,6,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37585,1149077,44,4,m,0,.600339978141337,1193.56666666667,17.5,2,8,8,8,10,3,-3,-2,-3,-3,2,3,3,US,7,10,5,IN,43780,141,"South Bend-Mishawaka, IN-MI MSA"
37586,1149893,53,5,f,0,.533311997778382,1038.925,5.0,2,5,5,5,5,3,-3,0,3,3,3,3,3,US,7,5,3,IN,99014,151,IN NONMETROPOLITAN AREA
37587,1137992,47,5,f,0,1.05895007757647,1118.9,5.83333333333333,2,1,1,10,10,5,2,0,0,-3,2,-2,-2,US,8,5,1,IN,23060,003,"Fort Wayne, IN MSA"
37588,1055279,40,5,m,0,.372410175702969,796.35,5.83333333333333,2,3,6,6,7,4,1,-1,1,1,1,2,2,US,9,6,5,IN,99014,069,IN NONMETROPOLITAN AREA
37589,1137260,34,5,f,0,.866668805473667,1361.25833333333,9.16666666666667,1,10,6,10,10,3,-2,0,3,-3,3,3,3,US,8,5,3,IN,23060,003,"Fort Wayne, IN MSA"
37590,1094504,49,5,m,0,.689118527108024,850.766666666667,5.0,1,5,7,5,6,3,-3,3,1,-2,3,0,0,US,4,,6,IN,23060,003,"Fort Wayne, IN MSA"
37591,1137864,45,5,f,1,.96521778126699,913.083333333333,11.6666666666667,2,5,10,5,8,3,-1,1,3,0,3,3,3,US,8,5,5,IN,23060,003,"Fort Wayne, IN MSA"
37593,1131093,39,5,f,0,.95125942533,864.5,7.5,1,1,1,10,10,5,3,-1,2,-3,2,1,1,US,6,2,4,IN,31140,043,"Louisville/Jefferson County, KY-IN MSA"
37595,1139403,23,5,f,0,.0099608870949767,759.533333333333,15.8333333333333,2,5,5,5,5,3,0,3,0,0,0,3,3,US,5,9,5,IN,18020,005,"Columbus, IN MSA"
37596,1153052,54,5,f,1,-.345333103429957,1068.25833333333,5.83333333333333,2,6,7,5,6,2,0,1,0,-3,1,3,3,US,9,2,5,IN,18020,005,"Columbus, IN MSA"
37598,1148731,48,1,f,2,-.451698186237154,712.125,2.5,2,5,5,5,5,3,0,0,-3,-3,3,3,3,US,8,10,5,IN,34620,035,"Muncie, IN MSA"
37599,1148662,23,5,m,2,.422282342878808,867.758333333333,9.16666666666667,1,5,5,5,5,3,-1,-1,-2,-3,3,2,2,US,4,,5,IN,99014,065,IN NONMETROPOLITAN AREA
37600,1129912,20,5,f,0,.284776505328279,806.133333333333,7.5,1,8,6,7,6,3,-2,-1,-1,-3,3,2,2,US,5,1,4,IN,14020,105,"Bloomington, IN MSA"
37601,1148975,46,5,f,0,.169456677052242,884.908333333333,5.83333333333333,1,6,6,6,6,3,1,0,1,1,3,3,3,US,12,8,6,IN,14020,105,"Bloomington, IN MSA"
37602,1125102,29,5,m,0,1.14449243682648,999.5,6.66666666666667,2,0,5,8,10,5,3,-3,1,-1,1,-3,-3,US,3,,3,IN,99014,101,IN NONMETROPOLITAN AREA
37603,1128931,22,5,f,0,.934066934255754,1235.2,15.8333333333333,1,7,4,8,9,4,1,-1,0,1,2,3,3,US,7,5,2,IN,99014,125,IN NONMETROPOLITAN AREA
37604,1143672,16,2,f,0,.688147440228716,1219.15833333333,16.6666666666667,1,1,1,10,10,5,-3,2,2,3,1,-1,-1,US,3,,4,IN,21780,173,"Evansville, IN-KY MSA"
37605,1106197,48,5,m,0,.0352562729753672,1181.90833333333,3.33333333333333,1,4,4,5,5,3,2,-2,1,0,2,3,3,US,7,5,4,IN,21780,163,"Evansville, IN-KY MSA"
37606,1130561,20,5,m,1,-.941011485018993,1034.8,9.16666666666667,2,10,10,2,10,3,-3,2,-3,-3,3,3,3,US,5,12,6,IN,45460,021,"Terre Haute, IN MSA"
37607,1115134,26,5,m,0,.308750806319528,1108.44166666667,8.33333333333333,1,0,1,10,10,5,1,-2,-2,-2,-2,-3,-3,US,7,6,1,IN,99014,107,IN NONMETROPOLITAN AREA
37609,1143113,23,5,m,0,.488579012154864,819.408333333333,9.16666666666667,2,6,10,8,10,3,1,-1,-1,-2,2,1,1,US,5,6,3,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37610,1128049,27,3,f,0,1.10844865196263,971.091666666667,17.5,2,5,5,10,10,5,2,2,3,-3,3,3,3,US,5,5,1,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37611,1129948,41,5,f,0,1.04843508925325,882.116666666667,0.0,1,10,10,10,10,3,-3,3,0,-3,3,3,3,US,5,2,2,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37612,1114249,45,5,f,1,-.612369966232276,765.166666666667,2.5,2,7,10,0,4,1,-3,3,3,3,3,3,3,US,5,2,6,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37613,1114255,61,5,f,2,-.518995027324068,946.125,5.83333333333333,2,8,10,2,5,2,-3,3,3,-3,3,3,3,US,5,2,4,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37614,1123029,23,5,f,0,.362890085505145,940.575,9.16666666666667,2,6,4,9,7,4,2,-2,3,2,3,2,2,US,7,10,5,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37615,1107985,23,4,m,0,.372943144878842,812.883333333333,10.8333333333333,1,3,6,10,10,4,2,-2,3,3,1,3,3,US,7,4,3,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37618,1100625,27,5,m,0,.657909206489495,1262.4,15.0,1,1,10,10,10,5,2,-1,2,3,2,-1,-1,US,8,5,6,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37620,1052968,24,4,f,0,-.385949529424437,1032.56666666667,2.5,2,7,4,5,5,3,1,-1,3,1,3,3,3,US,8,11,4,MI,11460,161,"Ann Arbor, MI MSA"
37621,1151447,26,5,m,0,.627368823662071,826.058333333333,16.6666666666667,1,5,6,5,7,3,2,-2,3,2,3,0,0,US,8,10,5,MI,11460,161,"Ann Arbor, MI MSA"
37622,1149423,21,3,f,0,.0340142593667289,1164.03333333333,9.16666666666667,2,5,5,10,7,2,0,0,0,1,1,3,3,US,8,,4,MI,11460,161,"Ann Arbor, MI MSA"
37623,1076984,21,5,m,1,.18684191378918,836.95,3.33333333333333,2,9,6,5,8,2,2,1,0,3,2,2,2,US,5,4,5,MI,11460,161,"Ann Arbor, MI MSA"
37624,1116544,20,5,m,0,-.0935996081294113,790.041666666667,6.66666666666667,1,7,10,8,10,3,-2,3,0,-3,3,3,3,US,5,7,4,MI,19820,093,"Detroit-Warren-Livonia, MI MSA"
37627,1059800,18,5,f,0,.894817446686964,851.641666666667,0.833333333333333,1,6,3,10,9,5,1,2,2,2,2,2,2,US,3,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37629,1097750,18,5,f,0,.593193879834651,910.391666666667,5.0,2,5,5,10,10,5,2,2,2,2,2,2,2,US,3,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37630,1059803,17,5,m,0,.533258932808561,664.533333333333,8.33333333333333,1,3,3,10,10,5,2,-1,2,-1,-1,0,0,US,4,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37632,1144317,43,1,f,0,.105162644100422,849.916666666667,7.5,2,5,5,7,5,3,-3,3,1,-1,3,3,3,US,6,10,5,MI,33780,115,"Monroe, MI MSA"
37634,1060947,18,5,f,0,.45062660860586,957.491666666667,13.3333333333333,2,0,0,10,10,5,3,1,1,0,-1,-1,-1,US,3,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37635,1110448,47,5,f,0,.975507366093222,844.85,7.5,2,5,5,5,6,3,-3,-3,3,-3,3,3,3,US,7,4,4,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37637,1059819,18,5,f,0,.654639733840455,1022.46666666667,8.33333333333333,1,3,2,7,9,5,0,-3,1,0,-1,-2,-2,US,4,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37638,1108040,49,5,m,0,-.103017159013068,856.508333333333,0.833333333333333,1,5,5,5,5,3,-3,-1,-3,-3,0,3,3,US,7,4,4,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37639,1100552,23,5,m,2,.0974975103813893,938.091666666667,8.33333333333333,2,5,5,5,5,3,1,-1,3,-3,3,-1,-1,US,8,8,5,MI,33780,115,"Monroe, MI MSA"
37643,1059880,18,5,f,0,.812946548120161,882.716666666667,4.16666666666667,1,10,3,10,10,3,2,-2,3,2,2,3,3,US,3,7,2,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37644,1059822,17,5,f,0,.637767354430768,764.941666666667,4.16666666666667,1,8,7,7,5,3,0,1,0,-3,3,0,0,US,3,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37645,1059816,18,5,m,0,.975153079945283,1060.18333333333,4.16666666666667,2,0,8,9,9,5,2,-2,1,1,2,-1,-1,US,3,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37646,1094848,18,3,m,0,.74056389997663,840.341666666667,5.0,2,4,8,8,10,5,1,-2,1,2,2,0,0,US,3,13,4,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37647,1133203,31,5,m,2,.577503521825482,1220.75,5.83333333333333,2,9,9,9,9,3,1,1,3,3,3,3,3,US,8,5,6,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37649,1061049,18,5,m,0,.186550243464171,1059.70833333333,1.66666666666667,2,1,3,5,10,5,2,-3,-1,1,-2,2,2,US,3,,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37650,1108105,36,5,m,0,.317960170280406,991.358333333333,13.3333333333333,1,7,6,8,10,3,3,-1,1,2,3,3,3,US,9,11,6,MI,11460,161,"Ann Arbor, MI MSA"
37651,1121779,25,5,f,0,.901387717659285,709.575,10.0,1,8,7,9,9,4,1,-1,3,3,2,3,3,US,8,11,5,MI,11460,161,"Ann Arbor, MI MSA"
37652,1095577,33,4,m,0,.368941757337398,1411.79166666667,10.0,1,5,7,7,10,4,1,1,2,2,0,0,0,US,5,6,3,MI,11460,161,"Ann Arbor, MI MSA"
37653,1129530,22,3,m,0,.337684530720034,1111,18.3333333333333,2,3,6,5,5,4,2,-2,3,0,3,2,2,US,6,13,3,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37654,1063920,14,4,f,0,.660194344163659,993.466666666667,7.5,1,10,0,10,10,3,3,-3,-1,3,0,-2,-2,US,2,,1,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37655,1054300,26,3,f,0,.228020167530045,730.091666666667,12.5,2,10,7,10,6,4,-3,3,3,-3,3,3,3,US,7,,6,MI,19820,163,"Detroit-Warren-Livonia, MI MSA"
37656,1120625,29,3,m,0,.182074877829212,972.091666666667,10.0,1,5,5,5,5,3,1,-2,-2,-1,2,3,3,US,7,10,6,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37659,1105873,42,5,f,0,.17035218027207,1119.64166666667,2.5,2,7,5,3,7,3,0,0,3,0,3,3,3,US,8,1,5,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37660,1116394,25,5,f,0,.119663291879926,1369.30833333333,8.33333333333333,2,5,5,10,5,4,2,-2,3,-2,3,2,2,US,8,5,3,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37662,1110470,17,5,f,0,.550840854114597,1040.175,0.833333333333333,1,8,8,8,8,3,-3,2,-2,-3,2,2,2,US,3,,5,MI,19820,099,"Detroit-Warren-Livonia, MI MSA"
37664,1116393,25,5,f,0,1.21241603422565,1166.94166666667,9.16666666666667,1,10,10,10,10,3,2,-2,2,-2,2,1,1,US,8,5,1,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37665,1149418,22,5,m,0,.623220902011748,1152.91666666667,10.0,2,5,6,9,9,5,1,-1,2,1,2,1,1,US,7,11,5,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37666,1128239,18,5,m,0,.510488184251723,886.008333333333,15.0,2,0,10,5,10,5,1,-3,-3,-1,-3,-3,-3,US,4,,1,MI,99022,155,MI NONMETROPOLITAN AREA
37668,1099967,26,5,f,0,.612994872058423,1233.30833333333,2.5,1,10,8,10,10,4,-3,-2,3,-3,3,2,2,US,8,5,3,MI,19820,125,"Detroit-Warren-Livonia, MI MSA"
37670,1116711,34,5,f,0,.37297402099549,901.741666666667,1.66666666666667,2,4,2,9,7,5,0,0,-2,1,-1,0,0,US,6,2,4,MI,22420,049,"Flint, MI MSA"
37672,1063783,28,5,f,0,.410825218100317,1283.79166666667,8.33333333333333,1,5,5,5,5,3,-3,3,0,-3,0,3,3,US,5,2,6,MI,40980,145,"Saginaw-Saginaw Township North, MI MSA"
37674,1071100,18,5,f,0,.758491926944561,1100.73333333333,17.5,1,5,0,10,10,5,3,-3,-1,-3,-3,-3,-3,US,4,,1,MI,99022,051,MI NONMETROPOLITAN AREA
37675,1088579,18,5,f,0,.74503311269903,934.533333333333,5.0,1,6,1,10,10,5,3,-1,-1,2,0,-1,-1,US,3,,5,MI,40980,145,"Saginaw-Saginaw Township North, MI MSA"
37676,1071149,18,5,m,1,-.531494282878177,1428.85833333333,7.5,2,5,5,3,5,2,-2,3,-3,-3,3,3,3,US,4,,4,MI,40980,145,"Saginaw-Saginaw Township North, MI MSA"
37677,1068393,17,2,m,0,.340343887565744,879.375,2.5,2,5,5,5,5,4,1,-1,-3,-1,2,2,2,US,4,,5,MI,99022,111,MI NONMETROPOLITAN AREA
37679,1071133,18,5,f,2,-.210506976684233,1214.40833333333,12.5,1,7,7,7,7,3,0,0,0,-1,2,3,3,US,4,,4,MI,99022,111,MI NONMETROPOLITAN AREA
37682,1071785,18,5,m,1,-.0266281900349257,939.116666666667,11.6666666666667,1,5,5,5,5,3,-1,-1,2,-2,2,2,2,US,4,,3,MI,99022,111,MI NONMETROPOLITAN AREA
37683,1072428,18,5,f,0,-.370080337131931,758.983333333333,6.66666666666667,1,7,5,6,5,3,1,1,-1,-2,3,3,3,US,4,,4,MI,99022,111,MI NONMETROPOLITAN AREA
37686,1095495,18,2,f,2,-.448891929547859,2347.24166666667,3.33333333333333,2,8,7,6,6,3,-3,2,0,-2,3,3,3,US,4,,6,MI,99022,111,MI NONMETROPOLITAN AREA
37688,1071092,18,5,f,0,.179597122686747,910.158333333333,3.33333333333333,2,0,0,10,10,5,3,-2,3,-3,2,-1,-1,US,4,,4,MI,99022,111,MI NONMETROPOLITAN AREA
37689,1071104,18,4,f,0,.71848867425338,907.166666666667,11.6666666666667,1,5,5,9,4,3,-3,3,3,1,3,3,3,US,4,,4,MI,99022,111,MI NONMETROPOLITAN AREA
37690,1071118,34,5,f,0,.645290868307353,775.975,7.5,1,8,8,8,8,3,1,-1,3,3,3,3,3,US,9,10,4,MI,99022,111,MI NONMETROPOLITAN AREA
37691,1073266,18,5,f,0,.669469584549625,1216.96666666667,3.33333333333333,1,8,7,10,5,4,2,-1,2,0,0,2,2,US,4,,2,MI,99022,111,MI NONMETROPOLITAN AREA
37692,1075761,22,5,m,0,.993877616473962,1554.14166666667,6.66666666666667,2,3,5,5,10,5,1,2,2,0,-1,-2,-2,US,5,2,2,MI,99022,111,MI NONMETROPOLITAN AREA
37693,1083052,18,5,m,0,-.147017670794897,926,8.33333333333333,2,1,5,5,10,5,-3,-3,-3,-3,-3,-3,-3,US,4,,4,MI,99022,111,MI NONMETROPOLITAN AREA
37696,1092896,18,5,f,0,-.119234895471756,927,13.3333333333333,2,8,7,7,7,3,0,0,1,1,2,3,3,US,4,,5,MI,99022,111,MI NONMETROPOLITAN AREA
37697,1095148,17,5,m,0,.323081069550524,721.925,6.66666666666667,2,5,5,8,10,4,1,-2,-2,-2,2,1,1,US,4,,2,MI,99022,111,MI NONMETROPOLITAN AREA
37698,1097281,17,5,f,0,-.00431465136270798,625.908333333333,3.33333333333333,2,8,8,10,10,3,1,1,-3,0,3,3,3,US,3,,2,MI,99022,111,MI NONMETROPOLITAN AREA
37699,1098942,18,5,f,0,.184544031737049,660.133333333333,5.83333333333333,1,1,5,10,9,4,2,-3,2,1,1,-2,-2,US,4,,4,MI,99022,111,MI NONMETROPOLITAN AREA
37700,1061310,32,4,f,0,.518900873525094,1262.39166666667,3.33333333333333,2,1,1,10,10,5,3,-3,-3,1,1,1,1,US,7,8,5,MI,13020,017,"Bay City, MI MSA"
37701,1138201,37,5,m,1,-.902472286685429,1263.48333333333,2.5,2,8,6,6,7,2,1,-1,-3,-3,3,3,3,US,6,2,5,MI,13020,017,"Bay City, MI MSA"
37703,1064077,22,5,f,0,-.00580717117131317,910.65,5.83333333333333,2,8,7,10,5,3,-3,3,2,-1,3,3,3,US,5,2,4,MI,29620,045,"Lansing-East Lansing, MI MSA"
37705,1116643,21,5,f,0,.929609754034509,830.066666666667,5.0,1,10,6,10,9,3,2,-2,3,3,3,3,3,US,7,1,3,MI,29620,065,"Lansing-East Lansing, MI MSA"
37708,1149421,22,5,f,0,.257738012673505,1211.83333333333,5.83333333333333,2,8,8,8,8,3,-2,2,-2,-2,3,3,3,US,7,5,4,MI,29620,065,"Lansing-East Lansing, MI MSA"
37709,1090206,35,5,f,0,.889277470036576,1164.38333333333,1.66666666666667,2,8,8,8,8,3,-1,-1,0,-1,2,2,2,US,8,5,3,MI,19820,093,"Detroit-Warren-Livonia, MI MSA"
37710,1103559,33,5,f,0,.0401533403610618,1078.24166666667,5.0,2,9,7,10,7,3,1,-1,-3,-3,3,3,3,US,6,4,5,MI,24340,067,"Grand Rapids-Wyoming, MI MSA"
37711,1069201,28,5,f,0,.958416593994584,925.85,6.66666666666667,2,6,6,10,10,3,2,-1,1,-3,3,3,3,US,8,5,4,MI,29620,065,"Lansing-East Lansing, MI MSA"
37712,1108719,18,5,f,2,.372256099948088,833.966666666667,10.0,2,10,7,8,7,3,-2,2,3,-3,3,3,3,US,4,12,6,MI,29620,065,"Lansing-East Lansing, MI MSA"
37713,1124238,38,4,f,0,-.167758470752346,793.4,8.33333333333333,2,10,8,10,10,3,-3,-2,3,2,3,3,3,US,8,7,4,MI,29620,037,"Lansing-East Lansing, MI MSA"
37714,1069202,27,5,f,0,-.0127619125788526,1100.475,5.0,1,8,8,10,10,4,1,-2,3,3,3,2,2,US,8,5,6,MI,29620,065,"Lansing-East Lansing, MI MSA"
37715,1073405,45,3,f,0,.193501732110801,1067.375,5.0,1,5,5,10,10,5,1,-3,-3,-3,-3,1,1,US,9,5,5,MI,29620,065,"Lansing-East Lansing, MI MSA"
37716,1097728,17,3,f,0,.205998442022856,708.483333333333,5.83333333333333,2,10,10,10,10,3,-3,0,-3,-3,0,2,2,US,3,,4,MI,29620,065,"Lansing-East Lansing, MI MSA"
37717,1097736,18,5,f,0,.713977537731326,1024.24166666667,10.0,1,2,3,10,10,5,2,-2,3,3,-3,-3,-3,US,4,,2,MI,29620,065,"Lansing-East Lansing, MI MSA"
37718,1097716,17,5,m,0,.98417241292849,1156.31666666667,13.3333333333333,2,10,10,10,10,3,-2,3,2,-3,3,2,2,US,3,,3,MI,29620,045,"Lansing-East Lansing, MI MSA"
37720,1097724,18,2,f,0,.291536521541878,839.066666666667,7.5,1,5,5,10,5,3,1,0,0,-2,3,2,2,US,4,10,5,MI,29620,045,"Lansing-East Lansing, MI MSA"
37723,1099177,21,5,m,0,.776158312035139,1221.13333333333,3.33333333333333,2,1,9,5,10,5,2,-2,0,0,0,0,0,US,5,13,4,MI,29620,045,"Lansing-East Lansing, MI MSA"
37724,1111498,45,5,m,1,-.386057677983407,1032.45833333333,10.8333333333333,2,10,9,5,5,1,2,0,3,3,3,3,3,US,6,8,6,MI,29620,045,"Lansing-East Lansing, MI MSA"
37725,1107613,16,5,m,0,.208112605427038,1225.34166666667,18.3333333333333,1,1,5,8,10,5,0,-1,-1,-3,-1,0,0,US,3,,4,MI,28020,077,"Kalamazoo-Portage, MI MSA"
37727,1069231,23,5,f,0,.324308779661325,1577.88333333333,10.0,1,10,9,10,10,3,-3,3,0,-3,3,3,3,US,8,7,6,MI,28020,077,"Kalamazoo-Portage, MI MSA"
37729,1077847,58,5,m,0,1.26994183526838,1256.25833333333,0.833333333333333,2,5,8,10,10,5,0,-3,2,1,-1,0,0,US,7,2,2,MI,99022,023,MI NONMETROPOLITAN AREA
37730,1092927,49,5,m,0,.770234067470963,883.058333333333,5.83333333333333,1,4,5,7,10,4,2,-3,3,-1,1,2,2,UK,9,6,3,MI,28020,077,"Kalamazoo-Portage, MI MSA"
37731,1107604,16,5,f,0,.272690229883714,1198.68333333333,8.33333333333333,2,9,8,9,9,4,3,-1,3,3,3,3,3,US,3,,4,MI,28020,077,"Kalamazoo-Portage, MI MSA"
37732,1107663,16,4,f,0,.192058119859825,846.033333333333,9.16666666666667,1,10,10,10,10,3,1,-1,3,-1,3,3,3,US,3,,4,MI,99022,149,MI NONMETROPOLITAN AREA
37736,1107564,16,5,f,0,.149799714397648,811.891666666667,7.5,1,6,6,9,9,4,1,1,3,2,2,1,1,US,3,,3,MI,28020,077,"Kalamazoo-Portage, MI MSA"
37738,1107593,15,5,f,0,.933631984593203,897.908333333333,13.3333333333333,1,7,3,9,7,3,1,-1,1,-1,1,1,1,.,3,,3,MI,28020,077,"Kalamazoo-Portage, MI MSA"
37740,1107621,16,5,f,0,-.0410134001390196,987.466666666667,7.5,1,10,3,10,10,3,-2,-1,-2,-1,3,3,3,US,3,,6,MI,28020,077,"Kalamazoo-Portage, MI MSA"
