,session_id,age,ethnic,sex,sexuality_3,d_score,Mn_RT_all_3467,PCT_error_3467,Stimuli,tgaymen,tgaywomen,tstraightmen,tstraightwomen,att_5,aap1,aap7,ems1,ems4,ims3,ims4,ims4_7,countrycit,edu_13,major,politicalid_6,STATE,MSANo,CountyNo,MSAName
36140,1088436,16,5,f,0,.587956944834151,1061.36666666667,11.6666666666667,1,5,1,10,10,4,3,-3,1,1,0,0,0,US,3,,3,PA,38300,003,"Pittsburgh, PA MSA"
36143,1089110,16,5,f,0,.174072287927963,1154.69166666667,10.0,2,6,6,10,10,4,1,-2,1,1,3,3,3,US,3,,3,PA,38300,003,"Pittsburgh, PA MSA"
36144,1091576,16,4,f,0,.186010314057909,861.191666666667,5.0,2,9,9,10,10,3,1,2,3,-1,3,3,3,US,4,,4,PA,38300,003,"Pittsburgh, PA MSA"
36145,1099520,16,5,f,0,1.02678361947076,1073.68333333333,9.16666666666667,2,10,10,10,10,3,-3,2,3,-3,3,3,3,US,3,,3,PA,38300,003,"Pittsburgh, PA MSA"
36146,1099542,15,5,f,0,-.488262320257162,956.125,18.3333333333333,2,9,7,8,9,3,-1,1,0,-1,2,2,2,US,3,,6,PA,38300,003,"Pittsburgh, PA MSA"
36148,1099558,17,5,f,0,.0159307325931654,1288.94166666667,14.1666666666667,2,7,4,9,9,4,2,-3,-1,1,0,-1,-1,US,4,,2,PA,38300,003,"Pittsburgh, PA MSA"
36149,1103310,17,5,m,0,.151106364243593,992.8,3.33333333333333,1,10,10,10,10,3,0,-1,3,-2,3,2,2,US,3,,4,PA,38300,003,"Pittsburgh, PA MSA"
36150,1103312,18,5,m,0,.068665130354538,655.466666666667,11.6666666666667,2,0,0,10,10,5,2,2,-3,-3,-3,-3,-3,US,4,,2,PA,38300,003,"Pittsburgh, PA MSA"
36151,1103328,16,5,m,0,.281686906656252,1749.91666666667,15.8333333333333,1,5,5,5,10,3,1,1,-3,-3,3,3,3,US,4,,4,PA,38300,003,"Pittsburgh, PA MSA"
36154,1113006,17,5,f,0,-.106886942767519,1537.53333333333,12.5,2,5,4,5,5,3,-2,2,1,-3,1,2,2,US,3,,5,PA,38300,003,"Pittsburgh, PA MSA"
36155,1125456,19,5,m,0,.616889992943634,814.5,11.6666666666667,1,9,9,8,10,2,3,-3,3,0,3,-3,-3,US,5,4,6,PA,38300,003,"Pittsburgh, PA MSA"
36158,1073135,21,5,f,0,.659169307917922,1055.86666666667,2.5,2,2,2,10,10,5,1,-1,-1,-1,-1,-1,-1,US,5,5,3,PA,38300,125,"Pittsburgh, PA MSA"
36163,1133468,27,3,m,1,.0877329006358097,761.116666666667,13.3333333333333,1,5,4,7,5,3,-1,0,1,2,3,2,2,US,8,10,3,PA,99037,063,PA NONMETROPOLITAN AREA
36164,1133497,23,5,f,0,.0659290929332538,1081.91666666667,13.3333333333333,1,5,5,5,5,3,-3,-2,-3,-3,3,3,3,US,8,10,6,PA,99037,063,PA NONMETROPOLITAN AREA
36165,1134161,24,5,m,0,.728804459442446,1354.11666666667,2.5,2,3,8,4,8,4,-3,2,0,-3,3,-1,-1,US,7,8,4,PA,99037,063,PA NONMETROPOLITAN AREA
36168,1101692,26,5,f,0,-.360955030473348,718.883333333333,11.6666666666667,2,10,7,10,9,3,1,-1,-3,-3,3,3,3,US,7,1,3,PA,38300,019,"Pittsburgh, PA MSA"
36175,1124989,20,5,m,1,.226845099912476,852.183333333333,15.8333333333333,1,10,8,6,10,3,-3,3,3,0,3,3,3,US,5,12,6,PA,44300,027,"State College, PA MSA"
36176,1137932,16,5,f,0,-.580279849013222,975.083333333333,9.16666666666667,2,10,10,10,10,3,-3,3,0,0,3,3,3,US,3,,6,PA,44300,027,"State College, PA MSA"
36177,1145006,20,5,m,0,1.15942727095406,985.383333333333,16.6666666666667,1,5,10,5,10,5,3,3,3,3,3,3,3,US,5,1,3,PA,44300,027,"State College, PA MSA"
36178,1116967,29,5,m,0,.725392768639346,1425.35,0.0,1,5,5,5,5,4,1,-1,1,-1,2,0,0,US,7,9,4,PA,44300,027,"State College, PA MSA"
36179,1094310,31,5,f,0,.052435600883346,898.516666666667,8.33333333333333,1,10,10,10,10,3,-2,1,-3,-3,3,3,3,US,4,2,4,PA,99037,033,PA NONMETROPOLITAN AREA
36180,1103626,25,5,f,0,.574936839672908,860.116666666667,6.66666666666667,2,8,7,10,8,4,1,-2,3,-3,3,1,1,US,5,9,6,PA,44300,027,"State College, PA MSA"
36181,1138574,50,5,f,0,.590631368563364,958.516666666667,7.5,1,6,5,10,10,4,2,-2,2,1,-2,2,2,US,5,7,3,PA,44300,027,"State College, PA MSA"
36183,1152738,18,5,f,0,.262509086568957,1121.16666666667,9.16666666666667,2,6,3,7,5,3,1,-3,-2,-3,3,3,3,US,4,9,3,PA,44300,027,"State College, PA MSA"
36184,1066938,26,5,m,1,-.0561868588485383,787.733333333333,6.66666666666667,2,10,9,10,10,3,-3,-2,-3,-3,3,1,1,US,7,8,5,PA,99037,117,PA NONMETROPOLITAN AREA
36187,1106431,26,5,f,0,.578084210634399,663.241666666667,12.5,1,5,5,5,5,3,-3,3,3,-3,3,3,3,US,5,3,6,PA,25420,041,"Harrisburg-Carlisle, PA MSA"
36188,1111669,28,5,m,0,.383167492685932,1058.84166666667,5.0,2,5,5,5,5,3,0,0,1,0,0,0,0,US,6,2,4,PA,25420,041,"Harrisburg-Carlisle, PA MSA"
36189,1067135,18,5,f,0,.380271671486513,765.425,15.8333333333333,2,7,2,10,5,5,0,-2,3,1,2,3,3,US,4,,3,PA,25420,041,"Harrisburg-Carlisle, PA MSA"
36190,1140388,15,5,f,2,.0649626350477335,724.225,4.16666666666667,2,10,7,8,5,3,-3,3,0,-3,3,3,3,US,3,,6,PA,25420,099,"Harrisburg-Carlisle, PA MSA"
36191,1144946,26,5,m,0,.457887970266707,863.466666666667,4.16666666666667,1,0,1,5,10,5,0,-3,-3,-3,0,0,0,US,5,6,2,PA,99037,087,PA NONMETROPOLITAN AREA
36194,1137002,29,5,f,0,.0140344639690918,657.058333333333,1.66666666666667,1,5,5,5,5,3,-1,0,1,0,3,3,3,US,8,2,4,PA,25420,043,"Harrisburg-Carlisle, PA MSA"
36196,1124847,56,5,f,0,.411348347427252,1090.10833333333,0.833333333333333,2,10,10,10,10,3,-2,2,3,-3,3,3,3,US,9,5,2,PA,49620,133,"York-Hanover, PA MSA"
36197,1139455,33,5,f,0,.626463328839794,1041.16666666667,5.83333333333333,1,5,5,10,10,5,-2,3,3,0,3,3,3,US,9,5,4,PA,49620,133,"York-Hanover, PA MSA"
36199,1124849,50,5,m,0,1.01931696392498,1152.81666666667,1.66666666666667,2,4,4,5,10,4,1,2,3,-2,3,3,3,US,12,3,5,PA,29540,071,"Lancaster, PA MSA"
36201,1071225,18,5,m,0,.304396264787644,878.383333333333,4.16666666666667,2,5,10,5,5,3,-1,3,3,-3,3,0,0,US,3,,5,PA,29540,071,"Lancaster, PA MSA"
36202,1071227,18,5,m,0,.62978965149426,839.258333333333,12.5,2,5,5,8,8,4,3,-1,1,-1,1,-2,-2,US,4,,3,PA,29540,071,"Lancaster, PA MSA"
36203,1071259,17,5,f,0,.317899619464788,1043.9,8.33333333333333,2,10,9,10,10,3,-3,3,3,0,3,3,3,US,4,,3,PA,29540,071,"Lancaster, PA MSA"
36204,1071266,18,5,m,0,-.0326476514458319,943.225,8.33333333333333,1,5,5,5,5,3,1,-1,-3,-3,3,2,2,US,4,,6,PA,29540,071,"Lancaster, PA MSA"
36205,1071270,17,7,f,0,.203363540880363,725.45,5.83333333333333,2,5,5,5,5,3,1,-2,3,0,3,3,3,US,3,,4,PA,29540,071,"Lancaster, PA MSA"
36206,1124845,30,5,m,0,.789520525105409,1540.3,4.16666666666667,1,8,8,8,10,3,2,-1,3,0,3,3,3,US,8,6,5,PA,29540,071,"Lancaster, PA MSA"
36207,1136186,41,5,m,0,1.2603248375903,925.95,5.0,2,5,10,10,10,4,1,-1,3,-2,3,2,2,US,5,2,3,PA,29540,071,"Lancaster, PA MSA"
36208,1098899,59,5,m,0,.658796817287554,1021.33333333333,8.33333333333333,1,5,5,9,9,4,1,1,-3,-3,3,3,3,US,4,,2,PA,29540,071,"Lancaster, PA MSA"
36210,1071260,17,2,m,0,.885892466808162,1096.55,5.83333333333333,1,4,5,7,10,4,-1,1,0,-2,1,1,1,US,4,,3,PA,29540,071,"Lancaster, PA MSA"
36212,1071271,17,8,f,0,-.167833151646518,1123.825,9.16666666666667,2,9,9,9,9,3,3,1,2,0,1,1,1,US,3,,2,PA,29540,071,"Lancaster, PA MSA"
36215,1097907,30,5,f,0,.0313884056121989,1228.8,5.0,2,10,10,10,10,3,-3,3,3,-3,3,1,1,US,5,9,3,PA,29540,071,"Lancaster, PA MSA"
36216,1116002,19,4,m,0,1.02603525040314,1401.81666666667,9.16666666666667,2,1,0,10,10,5,1,1,-1,3,-1,0,0,PR,6,6,4,PA,29540,071,"Lancaster, PA MSA"
36217,1149570,17,5,f,1,-.595608978216654,1087.54166666667,8.33333333333333,1,10,10,10,10,3,1,-3,2,2,3,3,3,US,3,,5,PA,48700,081,"Williamsport, PA MSA"
36218,1067193,19,,f,2,.499983543437392,778.458333333333,16.6666666666667,1,10,10,10,10,3,-3,2,-1,-3,3,3,3,US,5,5,4,PA,99037,035,PA NONMETROPOLITAN AREA
36219,1111452,16,5,f,0,.414700274507623,782.083333333333,7.5,1,8,8,9,9,3,-2,-2,0,-3,3,3,3,US,4,,6,PA,99037,037,PA NONMETROPOLITAN AREA
36220,1121414,20,5,f,0,.344553946248792,860.808333333333,7.5,1,10,6,10,10,3,3,-2,-1,-2,3,2,2,US,7,13,4,PA,99037,037,PA NONMETROPOLITAN AREA
36223,1132555,27,5,f,0,.558318535651091,1094.99166666667,15.8333333333333,1,7,5,10,10,4,3,-1,3,2,2,2,2,US,9,5,3,PA,99037,107,PA NONMETROPOLITAN AREA
36226,1060300,16,5,f,0,.0447509003810293,964.075,8.33333333333333,2,5,5,5,5,3,-3,0,0,0,0,3,3,US,3,,5,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36227,1061124,15,5,f,0,.030639784268832,880.858333333333,14.1666666666667,2,5,5,5,5,3,1,-1,-2,-2,3,3,3,.,3,,4,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36228,1070805,19,5,m,0,.633946638886631,1328.925,14.1666666666667,2,5,5,5,5,4,1,-1,2,0,3,3,3,US,3,,1,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36229,1121748,25,5,f,0,.611989222750405,1358.39166666667,6.66666666666667,1,10,10,8,10,3,-2,1,3,0,3,3,3,US,9,11,6,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36232,1127060,15,5,m,0,.73192189878389,1252.375,3.33333333333333,1,5,5,5,10,3,3,0,3,-3,0,1,1,US,3,,1,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36233,1149152,34,5,m,1,-.118518946552037,980.2,3.33333333333333,2,9,10,4,6,2,1,-1,1,2,3,3,3,US,5,8,6,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36238,1093400,40,5,f,1,-.587905703069806,798.566666666667,9.16666666666667,2,9,10,4,8,1,-3,-2,-3,-3,3,3,3,US,7,10,6,PA,99037,089,PA NONMETROPOLITAN AREA
36239,1054545,55,5,m,0,.234365074274467,867.5,3.33333333333333,1,6,6,9,10,4,2,-1,1,0,1,2,2,US,5,4,2,PA,10900,095,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36241,1122497,28,1,m,0,1.00070044316346,1216.83333333333,6.66666666666667,1,5,5,8,8,4,2,-1,0,0,3,2,2,US,5,4,5,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36245,1066464,17,5,m,0,1.10613535808623,854.766666666667,13.3333333333333,1,3,7,7,10,5,2,-2,2,2,2,3,3,US,3,,3,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36247,1066775,18,5,f,0,.830628707224226,987.241666666667,8.33333333333333,1,5,5,10,10,3,2,-2,1,-3,1,3,3,US,3,,6,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36248,1066955,17,5,m,0,.995020827117334,1092.075,17.5,1,1,10,5,10,5,2,-2,3,0,3,1,1,US,4,,5,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36249,1066982,18,5,m,0,.864439004501243,1012.86666666667,16.6666666666667,1,1,7,2,10,4,3,-2,0,-1,0,1,1,US,3,,1,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36250,1067341,17,5,f,0,.445253474921931,770.258333333333,18.3333333333333,1,8,8,10,8,3,2,-1,3,3,3,3,3,US,3,,6,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36253,1067499,16,5,m,0,.928264462361362,878.75,12.5,2,5,5,7,7,4,1,-1,0,0,1,1,1,US,3,,3,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36254,1067571,18,5,m,0,.619726226062117,1091.15833333333,1.66666666666667,2,5,5,5,5,3,0,0,0,0,0,0,0,US,3,,6,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36255,1067573,17,5,f,0,.027018190262179,775.041666666667,5.83333333333333,2,7,7,8,8,3,-3,-2,1,-2,0,2,2,US,3,,3,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36258,1067809,18,5,m,0,.82385074321298,835.7,7.5,1,6,6,4,8,3,-2,1,0,-3,1,3,3,US,4,,5,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36261,1069861,18,5,m,0,.431133141262578,678.616666666667,5.0,1,6,5,4,6,3,1,-1,1,-2,2,2,2,US,4,,5,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36263,1070126,17,5,f,0,.298297750513894,1052.45833333333,1.66666666666667,2,9,9,10,10,3,3,0,0,0,3,3,3,US,3,,3,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36264,1070133,17,5,f,0,.306434176318746,1050.35,1.66666666666667,2,10,8,10,10,3,-1,0,0,0,3,3,3,US,3,,3,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36266,1070374,18,5,m,0,.295667586707527,1212.31666666667,11.6666666666667,1,10,10,10,10,3,-3,2,0,0,3,3,3,US,4,,6,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36271,1074170,17,5,m,0,.176532247601013,944.083333333333,11.6666666666667,2,0,10,10,10,3,3,-3,-3,-3,1,1,1,US,3,,3,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36272,1120428,22,5,f,0,.00841270312428697,1136.80833333333,11.6666666666667,2,10,10,10,10,3,0,2,1,-1,3,3,3,US,7,5,6,PA,10900,077,"Allentown-Bethlehem-Easton, PA-NJ MSA"
36274,1136109,53,5,f,0,.477268703002461,1197.2,5.83333333333333,1,10,10,10,10,3,-2,3,3,-3,3,3,3,US,12,5,5,PA,99037,089,PA NONMETROPOLITAN AREA
36275,1140788,17,5,f,0,-.37614883675366,1658.50833333333,15.0,2,7,5,10,5,4,3,-3,3,3,1,3,3,US,3,,4,PA,42540,069,"Scranton--Wilkes-Barre, PA MSA"
36276,1136068,27,5,f,0,.81592249507549,1044.65833333333,3.33333333333333,2,7,7,8,7,3,1,-1,1,-1,3,3,3,US,9,5,3,PA,99037,127,PA NONMETROPOLITAN AREA
36277,1136111,23,5,f,0,1.26072024835267,919.8,16.6666666666667,1,5,2,10,8,4,1,0,2,1,1,1,1,US,8,10,4,PA,42540,069,"Scranton--Wilkes-Barre, PA MSA"
36278,1139364,16,5,m,0,.273161283334282,1054.81666666667,9.16666666666667,1,5,6,6,6,5,1,1,1,0,2,1,1,US,3,,3,PA,42540,069,"Scranton--Wilkes-Barre, PA MSA"
36281,1102989,32,5,f,0,.645219404183905,898.808333333333,5.83333333333333,1,4,8,10,10,4,0,0,1,0,3,3,3,US,5,2,4,PA,42540,079,"Scranton--Wilkes-Barre, PA MSA"
36283,1086810,21,5,f,0,.656366797446357,658.683333333333,4.16666666666667,1,10,10,10,10,3,1,-1,3,-1,3,0,0,US,7,3,5,PA,42540,079,"Scranton--Wilkes-Barre, PA MSA"
36285,1093691,40,5,m,0,.587247809378476,933.058333333333,5.0,1,5,5,5,5,4,2,0,3,-3,2,3,3,US,5,8,4,PA,99037,015,PA NONMETROPOLITAN AREA
36287,1130225,43,5,m,0,.90409192323052,1269.68333333333,0.833333333333333,1,2,4,4,9,5,1,-2,-1,-2,1,1,1,US,5,4,5,PA,37980,017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36288,1084561,16,5,f,0,.144643431554863,877.15,15.8333333333333,2,2,0,8,9,4,3,-3,-2,-2,-2,-1,-1,US,3,,2,PA,37980,017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36289,1096887,17,5,m,0,.438570894964175,740.083333333333,14.1666666666667,2,5,6,9,10,4,1,-1,2,2,1,1,1,US,3,,4,PA,37980,017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36290,1078989,35,2,m,0,.842208080239073,860.183333333333,4.16666666666667,1,6,4,7,7,5,1,1,3,2,3,1,1,US,11,,3,PA,37980,017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36291,1112277,20,5,m,1,-.613239308772875,1616.34166666667,4.16666666666667,1,5,5,5,5,3,1,-1,3,1,3,3,3,US,5,3,6,PA,37980,017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36292,1136923,21,5,f,0,-.507334438333403,760.916666666667,12.5,2,5,5,5,5,3,1,-2,1,1,3,3,3,US,7,11,5,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36295,1061262,19,5,m,2,.139035432811137,934.633333333333,10.8333333333333,2,7,5,5,5,3,-1,1,3,-2,3,0,0,US,7,,5,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36297,1079516,18,5,f,2,.233977745214482,783.816666666667,10.8333333333333,1,10,5,6,3,2,1,2,3,-3,3,1,1,US,5,1,6,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36299,1087538,52,5,m,1,.0191441573828051,1156.6,1.66666666666667,2,7,6,5,5,2,-3,3,-2,-3,3,1,1,US,5,10,5,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36300,1063274,18,5,f,0,-.0754991344385728,789.383333333333,15.8333333333333,2,9,6,7,7,3,0,-1,-2,-3,3,2,2,US,5,8,6,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36304,1092617,17,5,m,0,.369868078473442,948.933333333333,18.3333333333333,2,4,5,7,10,4,-2,-2,3,3,0,0,0,US,3,,2,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36306,1101532,16,5,m,0,.888406410400964,893.275,12.5,1,1,5,10,10,5,-3,-3,-3,-3,-3,-3,-3,US,3,6,3,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36307,1092055,21,5,m,0,.612551623646513,893.4,10.0,1,5,5,7,10,5,1,-1,2,2,2,2,2,US,5,4,3,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36309,1124462,29,5,m,1,-.352284462134856,903.95,4.16666666666667,1,7,5,4,10,1,1,3,3,-3,3,2,2,US,9,4,6,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36310,1060771,20,5,m,2,-.15124361230042,841.733333333333,5.83333333333333,1,9,9,9,10,3,0,0,-3,-3,3,2,2,US,5,6,6,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36311,1063110,28,2,m,0,.252786349670259,944.433333333333,10.0,2,5,8,7,7,4,2,0,1,2,0,0,0,CN,12,2,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36314,1119890,18,5,m,0,.12324917905436,901.808333333333,14.1666666666667,1,5,5,5,10,3,-1,3,-3,-3,3,-3,-3,US,5,10,4,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36315,1126448,23,5,f,1,-.0375528640446589,808.466666666667,1.66666666666667,2,10,10,5,7,2,3,1,0,-3,3,3,3,US,7,8,6,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36316,1121701,50,5,m,1,-.0282845332713306,1012.86666666667,2.5,2,9,9,3,7,2,-3,2,3,-2,3,3,3,US,9,13,6,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36317,1070428,28,1,m,0,1.15727229940855,814.166666666667,9.16666666666667,1,7,7,7,10,4,3,-3,-3,-3,3,3,3,US,7,10,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36318,1120639,24,3,f,0,.296700689398659,1214.24166666667,15.8333333333333,1,5,5,3,5,3,-3,3,2,-3,2,0,0,US,7,13,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36319,1129100,21,5,f,0,-.0368206640396859,729.35,3.33333333333333,1,9,8,7,7,3,-2,2,2,-1,3,3,3,US,7,11,4,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36321,1055661,20,3,f,2,.537018696962848,981.566666666667,7.5,1,7,10,6,7,2,-1,1,0,-1,3,3,3,US,5,3,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36322,1055668,20,3,f,2,.364380439936966,823.633333333333,15.0,2,7,10,6,7,2,-1,-2,0,-3,3,3,3,US,5,3,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36325,1142172,22,3,f,0,-.291340548096267,1149.4,6.66666666666667,1,5,5,5,5,3,-3,3,-2,-3,3,3,3,US,7,11,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36326,1074631,18,5,f,0,1.26357701621009,1141.08333333333,6.66666666666667,2,1,1,10,5,5,3,-3,0,0,0,-1,-1,US,5,13,3,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36327,1075995,32,5,f,0,-.329929419555165,1072.05833333333,3.33333333333333,2,10,10,10,10,3,0,3,-3,-3,3,3,3,US,8,8,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36328,1121286,26,5,m,0,.588824734240475,969.35,13.3333333333333,1,8,6,7,8,3,-3,-1,3,-3,3,3,3,US,11,1,4,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36329,1131730,33,5,m,0,-.589780424756621,1352.05833333333,10.0,2,5,10,5,10,3,-2,1,0,0,2,3,3,US,8,12,5,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36330,1108151,46,5,m,1,-.194214087926764,809.416666666667,3.33333333333333,2,9,6,3,7,2,1,2,0,-3,3,3,3,US,8,8,6,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36331,1084268,19,5,f,0,.660285196831186,1479.41666666667,17.5,1,10,9,8,10,3,0,2,0,-3,3,3,3,US,5,11,4,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36332,1120642,22,5,f,0,.113262819675211,1267.84166666667,1.66666666666667,2,9,5,10,10,4,3,-1,3,0,1,1,1,US,7,10,3,PA,37980,101,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36333,1092242,17,5,m,1,-.035007359039349,780.15,14.1666666666667,1,8,2,3,6,2,-3,0,0,-2,0,3,3,US,3,,5,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36335,1092227,17,5,f,1,-.312893464220551,613.916666666667,9.16666666666667,1,6,2,5,5,2,3,-2,2,2,3,3,3,US,3,,6,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36336,1092928,17,5,m,0,1.11700728978856,846.675,20.0,2,2,6,5,10,5,-1,-2,-2,-1,-2,-3,-3,US,3,,3,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36337,1092442,16,5,f,0,.396938004825597,928.9,11.6666666666667,2,9,9,9,9,3,1,-1,3,-3,3,3,3,US,3,,5,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36339,1147120,49,5,f,0,-.00332017906399439,1178.775,2.5,2,5,3,5,5,3,-3,2,3,-3,3,3,3,US,9,5,5,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36340,1105393,17,5,f,2,-.576093422826283,912.6,4.16666666666667,2,10,10,8,9,3,-3,2,-2,-3,3,3,3,.,4,,5,PA,37980,045,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36343,1092582,17,5,m,0,.0284942590457718,898.616666666667,1.66666666666667,1,4,10,5,10,2,0,0,3,-3,3,3,3,US,3,,5,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36344,1054269,39,5,m,0,.705205059848665,1150,10.0,2,4,4,5,5,3,1,-1,-3,1,3,3,3,US,7,8,3,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36346,1133889,23,5,f,0,-.458560588395995,888.991666666667,5.0,2,8,6,10,10,4,1,-1,1,0,3,3,3,US,9,5,5,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36347,1101462,20,5,f,0,.305681318123405,700.258333333333,10.0,1,5,5,5,7,3,-2,-3,3,2,3,3,3,US,5,11,3,PA,37980,029,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36348,1056467,35,3,f,2,.211432247170565,744.208333333333,10.0,1,7,7,7,7,3,-1,-1,-1,-3,1,-1,-1,US,6,4,4,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36349,1070490,42,5,f,0,.502238986184328,840.666666666667,6.66666666666667,1,4,1,10,7,5,1,-3,3,1,0,3,3,US,9,10,1,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36350,1118611,32,5,m,0,.543899716046571,942.65,13.3333333333333,2,5,5,5,10,4,-3,-3,3,-3,3,-1,-1,US,7,10,3,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36351,1144443,20,3,m,1,-.556646958850062,987.558333333333,15.0,2,10,8,9,9,2,-2,3,3,2,3,3,3,US,5,7,5,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36352,1130654,42,3,f,0,.399882244711588,1549.09166666667,17.5,2,9,6,9,9,3,-3,2,-2,-3,3,3,3,US,7,2,5,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36353,1147560,27,5,f,0,-.131974660482279,713.391666666667,4.16666666666667,1,6,7,6,7,3,1,-1,-2,-3,3,3,3,US,7,13,5,PA,37980,091,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
36355,1108219,17,5,f,0,-.0633662468325932,765.241666666667,4.16666666666667,1,10,10,10,10,3,-2,2,-2,-2,3,2,2,US,4,,4,PA,39740,011,"Reading, PA MSA"
